Dress Code,Name,Price,Material,Color,Description,Brand,url,Category
etsp18301-yellow,Printed Satin Kurta ,1750,Satin,Yellow,Printed Satin KurtaThe model is wearing size 8Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/etsp18301-yellow.html,pret
etsp18301-orange,Printed Satin Kurta ,1750,Satin,Orange,Printed Satin KurtaThe model is wearing size 8Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/etsp18301-orange.html,pret
etdpe18304-yellow,Digital Printed Kurta ,1600,Lawn,Yellow,Digital Printed KurtaThe model is wearing size 8.Model Height: 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/etdpe18304-yellow.html,pret
wkbp18202-white,Block Printed Peplum  ,2000,Handwoven,White,Block Printed Kurta,Khaadi,https://www.khaadi.com/pk/wkbp18202-white.html,pret
mtb18304-yellow,Shoulder-Patch Top  ,1450,Brosha,Yellow,Brosha Top with long puff sleevesThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/mtb18304-yellow.html,pret
mtb18302-blue,Drawstring Brosha Top ,1250,Brosha,Blue,"Pockets on the side, tassel string.The model is wearing size 8.Model Height: 167cm/5 feet 5 inches.",Khaadi,https://www.khaadi.com/pk/mtb18302-blue.html,pret
mtdps18301-black,Digital Printed Satin Top ,1600,Satin,Black,Digital Printed Satin TopModel is wearing size 8Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/mtdps18301-black.html,pret
mtdps18301-golden,Digital Printed Satin Top ,2240,Satin,Golden,Digital Printed Satin TopThe model is wearing size 8Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/mtdps18301-golden.html,pret
etdpe18301-blue,Embroidered Kurta ,1600,Lawn,Blue,Digital Printed KurtaThe model is wearing size 8Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/etdpe18301-blue.html,pret
etdpe18202-brown,Printed Lawn Kurta ,1750,Lawn,Brown,Printed Lawn Kurta The model is wearing size 8 Model Height: 168cm/5 feet 6.,Khaadi,https://www.khaadi.com/pk/etdpe18202-brown.html,pret
mte18234-black,Embroidered Top ,1450,Lawn,Black,High-Low hemline Side pockets The model is wearing size 8. Model Height: 167cm / 5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/mte18234-black.html,pret
etdpe18201-purple,Digital Printed Kurta ,1750,Lawn,Purple,Digital Printed Kurta The model is wearing size 8.Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/etdpe18201-purple.html,pret
etdpe18206-orange,Digital Printed Lawn Kurta ,1750,Lawn,Orange,Digital Printed.Side pocketsThe model is wearing size 8.Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/etdpe18206-orange.html,pret
wtsp18101-yellow,Printed Satin Kurta ,1950,Satin,Yellow,Printed Satin Kurta The Model Is Wearing Size 8.Model Height: 167Cm / 5 Feet 5 Inches.,Khaadi,https://www.khaadi.com/pk/wtsp18101-yellow.html,pret
wtpe18127-red,Printed Top with Embroidery on Sleeves ,1450,Lawn,Red,Printed Top with Embroidery on SleevesThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/wtpe18127-red.html,pret
wte18125-blue,Embroidered Top ,1700,Yarn Dyed,Blue,Pleated Embroidered Top. The Model Is Wearing Size 8. Model Height: 168Cm/5 Feet 6 Inches,Khaadi,https://www.khaadi.com/pk/wte18125-blue.html,pret
ete18243-green,Embroidered Flare Top ,1950,Cotton,Green,Embroidered Kurta. The model is wearing size 8. Model Height: 167cm/ 5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ete18243-green.html,pret
mtp18211-yellow,Printed High-Low Kurta  ,1100,Lawn,Yellow,Printed TopThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/mtp18211-yellow.html,pret
wtpe18124a-yellow,Embroidered Button-Down Top ,1600,Lawn,Yellow,Embroidered Button-Down TopThe model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/wtpe18124a-yellow.html,pret
wtpe18130-beige,Embroidered Tunic  ,1600,Lawn,Beige,Lawn tunic with embroidery on the hemline. Waist drawstring.The model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/wtpe18130-beige.html,pret
ksf18129-khaki,Embroidered Panel Kurta ,12000,Silk Chiffon,Khaki,Embroidered panel kurta with button detailing.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksf18129-khaki.html,khaas
ksf18125-blue,Embroidered Flare Kurta ,12000,Silk Chiffon,Blue,Heavily Embroidered Flare Kurta With Embellished Buttons On The Front.The Model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksf18125-blue.html,khaas
ksf18112-green,Embroidered Peplum ,14000,Silk Chiffon,Green,Embroidered Chiffon Peplum With Tassle Finish On The Neckline And Sleeves.The Model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksf18112-green.html,khaas
kcp18301-multi,Printed Jacket ,5500,Cotton Satin,Multi,Casual Printed JacketThe model is wearing size 8. Model Height: 168cm / 5 feet 6 inches.  ,Khaadi,https://www.khaadi.com/pk/kcp18301-multi.html,khaas
kcce18123-green,Embroidered Overlap Kurta ,6500,Cotton Satin,Green,Fringe finish.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcce18123-green.html,khaas
kc18102-blue,Cross Over Chiffon Peplum ,8000,Schiffli,Blue,Embroidered cross over chiffon peplum.  The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kc18102-blue.html,khaas
kc18101-black,Over-Lap Embroidered Kurta ,9000,Schiffli,Black,Over-lap embroidered schiffli kurta with fringe finish.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kc18101-black.html,khaas
ksfe18312-orange,Embroidered Panel Shirt ,12000,Organza,Orange,Panel shirt with embroidered sleeves and hand made tassel button finish.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18312-orange.html,khaas
ksf18214-turquoise,Net Jacquard Box Kurta ,6500,Jacquard,Turquoise,Net Jacquard kurta with box sleeves and hand made button finish on the neck line.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksf18214-turquoise.html,khaas
ksfpe18301-black,Khaas Semi Formal ,10000,Chiffon Silk,Black,Khaas Semi Formal,Khaadi,https://www.khaadi.com/pk/ksfpe18301-black.html,khaas
ksfe18311-blue,Overlap A-line Shirt ,12000,NULL,Blue,"Over-lap A-line kurta with embroidered front, back and sleeves.",Khaadi,https://www.khaadi.com/pk/ksfe18311-blue.html,khaas
ksfe18310-beige,Embroidered Chiffon Formal ,12000,NULL,Beige,Chiffon kurta with full embroidered front and bead finish.,Khaadi,https://www.khaadi.com/pk/ksfe18310-beige.html,khaas
ksf18113-black,Front Open Chiffon Peplum ,14000,NULL,Black,Front open chiffon embroidered peplumThe model is wearing size 8. Model Height: 168cm / 5 feet 6 inches.  ,Khaadi,https://www.khaadi.com/pk/ksf18113-black.html,khaas
ksfe18205-turquoise,Metallic Chiffon Embellished Kurta ,16000,NULL,Turquoise,Chiffon Kurta which comprises of heavy sequin embellishment and embroidered sleeves with frill detailing. The hemline has tassels and shell detailing.The model is wearing size 8.Model Height: 167cm / 5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18205-turquoise.html,khaas
kcbp18303-green,Overlap Block Printed Kurta ,10000,Silk,Green,Over Lap long length block printed kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcbp18303-green.html,khaas
ksf17505-lilac,Embroidered Drop Shoulder Kurta ,15000,Net Silk,Lilac,"Embroidered drop shoulder kurta with box sleeves.""The model is wearing size 8. Model Height: 168cm / 5 feet 6 inches""",Khaadi,https://www.khaadi.com/pk/ksf17505-lilac.html,khaas
kcbp18302-beige,Block Printed Top ,7000,Medium Silk,Beige,Pearl Finish,Khaadi,https://www.khaadi.com/pk/kcbp18302-beige.html,khaas
ksfe18208-peach,Sequin Embellished Top ,15000,NULL,Peach,Sequin Embroidery with Bead Finish.The model is wearing size 8.Model Height: 167cm / 5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18208-peach.html,khaas
ksf17504-brown,Embroidered Cotton Net Kurta ,12000,NULL,Brown,"Cotton net kurta with heavy embroiderey in the front, neck and sleeves.The model is wearing size 8
Model Height: 168cm / 5 feet 6 inches",Khaadi,https://www.khaadi.com/pk/ksf17504-brown.html,khaas
ksfpe18203-green,Khaas Semi Formal ,14000,Raw Silk,Green,Khaas Semi Formal The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfpe18203-green.html,khaas
ksfpe18201-black,Print Embroidered Overlap Shirt ,15000,Medium Silk,Black,Tassels With Fringe Finish The model is wearing size 8 Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfpe18201-black.html,khaas
ksfe18211-brown,Embroidered Organza Kurta ,12000,Organza,Dark Brown,Embroidered Organza KurtaThe model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18211-brown.html,khaas
ksfe18204-beige,Embroidered Chiffon Top With Panels ,15000,Silk Chiffon,Beige,"Hand Made Buttons, Tassels & Fringe on Hemline & Sleeves. The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.",Khaadi,https://www.khaadi.com/pk/ksfe18204-beige.html,khaas
kcpe18202-green,Digital Printed Jacket ,3250,Cotton Satin,Green,"Embroidered border on the front opening & sleeves, Pearl finishing. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.",Khaadi,https://www.khaadi.com/pk/kcpe18202-green.html,khaas
ksfe18318-red,Embroidered Chiffon Kurta ,12000,Chiffon,Red,Handmade buttons & tasselsThe model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18318-red.html,khaas
ksfe18202-yellow,Embroidered Silk Chiffon Formal ,12000,Silk Chiffon,Yellow,Tassel detailing  The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18202-yellow.html,khaas
kcp18203-green,Kashmiri ,5500,Cotton Satin,Green,KashmiriThe model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18203-green.html,khaas
ksf18136-white,Whirling Darvesh ,6000,Net Jacquard,White,Whirling DarveshThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksf18136-white.html,khaas
kcp18303-red,Digital Printed Straight Shirt ,5500,Cotton Satin,Red,Handmade Buttons And Bead Finish,Khaadi,https://www.khaadi.com/pk/kcp18303-red.html,khaas
kcp18201-peach,Digital Printed Kurta ,5500,Satin,Peach,Composed floral front. Geometric printed back. Wrap style kurta. Beaded finishing Cotton Satin. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18201-peach.html,khaas
kcc18111-mustard,Printed Straight Kurta  ,5500,NULL,Mustard,Printed Straight Kurta The model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcc18111-mustard.html,khaas
kc17610-orange,Timeless Classics ,9000,Net Silk,Orange,Screen printed cotton silk top with gold printing to unscaled the look. the top is finished with beautiful hand made buttons and beads.The model is wearing size 8.Model Height: 167cm/5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kc17610-orange.html,khaas
ksfe18220-brown,Silk Embroidered Panel Top ,15000,Raw Silk,Brown,Handmade tassels & buttons. The model is wearing size 8. Model Height: 168cm /  5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ksfe18220-brown.html,khaas
ksf18128-beige,Embroidered Box-Shift Kurta ,10000,Silk Chiffon,Beige,Tassel finishing. The model is wearing size 8.Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/ksf18128-beige.html,khaas
kcp18206-grey,Digital Printed Kurta ,5500,Satin,Grey,Handmade tassels & bead finishing on sleeves & neckline. The model is wearing size 8. Model Height: 167cm /  5 feet 5 inches.,Khaadi,https://www.khaadi.com/pk/kcp18206-grey.html,khaas
kcpe18201-beige,Digital Printed Satin Kurta ,6500,Satin,Beige,Digital Printed Satin KurtaThe model is wearing size 8.Model Height: 168cm/5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/kcpe18201-beige.html,khaas
